"id_dim_dechet","GROUPE DE DECHETS","SOUS-GROUPE DE DECHETS","DESCRIPTION PHYSIQUE","CATEGORIE","FAMILLE IN"
4827,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts métalliques de 200 litres(55 F1)","FMA-VC","F3-01"
4828,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts métalliques de 200 litres(70 F1)","TFA","TFA"
4829,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts plastiques de 200 litres(210 F6)","FMA-VC","F3-7-01"
4863,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets non conditionnés","Tubes guides de grappe. ","FMA-VC","F3-2-15"
4865,"Matériel aéronautique","Boussole (Ra 226)","Boussole(0,01 m3 - 1 t - 45 unite)","AUTRES","S02"
4866,"Matériel aéronautique","Cadran et indicateur (Ra 226)","Altimètre(0,01 m3 - 1 t - 8 unite)","AUTRES","S02"
4867,"Matériel aéronautique","Cadran et indicateur (Ra 226)","Anémomètre(0,01 m3 - 1 t - 10 unite)","AUTRES","S02"
4868,"Matériel aéronautique","Cadran et indicateur (Ra 226)","Indicateur de destination(0,01 m3 - 1 t - 10 unite)","AUTRES","S02"
4869,"Matériel aéronautique","Déchet technologique (3H)","Boite de commande(0,01 m3 - 1 t - 1 unite)","AUTRES","S01"
4870,"Matériel aéronautique","Déchet technologique (3H)","Boite de commande(0,01 m3 - 1 t - 2 unite)","AUTRES","S01"
4871,"Matériel aéronautique","Déchet technologique (3H)","Bouton de commande(0,01 m3 - 1 t - 7 unite)","AUTRES","S02"
4872,"Matériel aéronautique","Déchet technologique (3H)","Inverseur(0,01 m3 - 1 t - 5 unite)","AUTRES","S02"
4873,"Matériel aéronautique","Déchet technologique (85Kr)","Générateur haute énergie(0,01 m3 - 1 t - 1 unite)","AUTRES","S01"
4874,"Matériel aéronautique","Déchet technologique (Ra 226)","Disjoncteur 4360-20A(0,01 m3 - 1 t - 4 unite)","AUTRES","S02"
4875,"Matériel aéronautique","Déchet technologique (Ra 226)","Disjoncteur 4360-32A(0,01 m3 - 1 t - 15 unite)","AUTRES","S02"
4876,"Matériel aéronautique","Déchet technologique (Ra 226)","Disjoncteur 4360C50A(0,01 m3 - 1 t - 4 unite)","AUTRES","S02"
4877,"Matériel aéronautique","Déchet technologique (Ra 226)","REPETITEUR(0,01 m3 - 1 t - 4 unite)","AUTRES","S02"
4878,"Matériel aéronautique","Indicateur (3H)","Voyant bétalight(0,01 m3 - 1 t - 173 unite)","AUTRES","S02"
4879,"Matériel aéronautique","Pièce métallique (alliage Th 232)","BTP Super frelon SA 321(5,5 m3 - 1 t - 3 unite)","FA-VL","DIV9"
4880,"Matériel aéronautique","Pièce métallique (alliage Th 232)","Carter compresseur du Moteur ATAR8K50(1,4 m3 - 1 t - 20 unité)","FA-VL","DIV9"
4881,"Matériel aéronautique","Pièce métallique (alliage Th 232)","Intermédiaire moteur SEM(0,01 m3 - 1 t - 1 unite)","FA-VL","DIV9"
4882,"Matériel aéronautique","Pièce métallique (alliage Th 232)","Pédale équipée(0,01 m3 - 1 t - 5 unite)","FA-VL","DIV9"
4883,"Matériel aéronautique","Tube électronique  (Ra 226)","Tachymètre(0,01 m3 - 1 t - 16 unite)","AUTRES","S01"
4884,"Matériel aéronautique","Tube électronique  (Ra 226)","Tube régulateur (Mod 1)(0,01 m3 - 1 t - 39 unite)","AUTRES","S01"
4885,"Matériel aéronautique","Tube électronique  (Ra 226)","Tube régulateur (Mod 2)(0,01 m3 - 1 t - 8 unite)","AUTRES","S01"
4886,"Matériel aéronautique","Tube électronique (3H)","Tube électronique (Mod 3)(0,01 m3 - 1 t - 12 unite)","AUTRES","S01"
4887,"Matériel aéronautique","Tube électronique (3H)","Tube TR limiteur (Mod 1)(0,01 m3 - 1 t - 9 unite)","AUTRES","S01"
4888,"Matériel aéronautique","Tube électronique (3H)","Tube TR limiteur (Mod 2)(0,01 m3 - 1 t - 3 unite)","AUTRES","S01"
4889,"Matériel aéronautique","Tube électronique (Co60)","Tube électronique (Mod 1)(0,01 m3 - 1 t - 10 unite)","AUTRES","S01"
4890,"Matériel aéronautique","Tube électronique (Co60)","Tube électronique (Mod 2)(0,01 m3 - 1 t - 16 unite)","AUTRES","S01"
4891,"Matériel aéronautique","Tube électronique (Co60)","Tube électronique (Mod 3)(0,01 m3 - 1 t - 41 unite)","AUTRES","S01"
4892,"Matériel aéronautique","Tube régulateur (Ni63)","Tube régulateur (Mod 1)(0,01 m3 - 1 t - 98 unite)","AUTRES","S01"
4893,"Matériel aéronautique","Tube régulateur (Ni63)","Tube régulateur (Mod 2)(0,01 m3 - 1 t - 229 unite)","AUTRES","S01"
4894,"Matériel aéronautique","Tube régulateur (Ni63)","Tube régulateur (Mod 3)(0,01 m3 - 1 t - 1 unite)","AUTRES","S01"
4896,"déchets technologiques (électrodes tungstène thorié)",NA,"331 électrodes en tungstène thorié et parties non utilisables d'électrodes en tungstène thorié et déchets d'affûtage d'électrodes(1 déchets électrodes)","FA-VL","DIV9"
4897,"indicateurs radioluminescents (tritium)",NA,"4 demi-poignées lumineuses(4 demi-poignées)","AUTRES","S02"
4898,"indicateurs radioluminescents (tritium)",NA,"428 voyants Bétalight (tritium gazeux)(428 Bétalight)","AUTRES","S02"
4899,"indicateurs radioluminescents (tritium)",NA,"""6 étiquettes """"plaquette indicatrice"""" (tritium)(6 étiquettes)""","AUTRES","S02"
4900,"matériels avec peinture au tritium",NA,"49 matériels avec peinture au tritium(0,1 m3 - 1 t - 1 49 matériels)","AUTRES","S02"
4901,"matières et matériels avec peinture au radium",NA,"15 matériels(0,2 m3 - 1 t - 1 15 matériels)","AUTRES","S01"
4902,"matières et matériels avec peinture au radium",NA,"fût ANDRA de 200 litre n°1(0,2 m3 - 1 t - 1 1 fût 200 litre)","AUTRES","S01"
4903,"matières et matériels avec peinture au radium",NA,"fût ANDRA de 200 litre n°2(0,2 m3 - 1 t - 1 1 fût 200 litre)","AUTRES","S01"
4904,"pièces en alliage magnésium-thorium",NA,"12 matériels avec alliages thoriés(0,1 m3 - 1 t - 1 12 matériels)","FA-VL","DIV9"
4905,"pièces en alliage magnésium-thorium",NA,"4 supports de pédale ATL 1(0,12 m3 - 8,3333333333333 t - 1 4 supports pédale ATL1)","FA-VL","DIV9"
4906,"pièces en alliage magnésium-thorium",NA,"carter moteur et lentilles optiques(0,05 m3 - 1 t - 1 carter et lentilles optiques)","FA-VL","DIV9"
4907,"tubes électroniques (Cs 137 ou Ra 226)","tubes (Ra 226)","7 tubes (Ra 226)(0,002 m3 - 1 t - 1 7 tubes)","AUTRES","S01"
4908,"tubes électroniques (Cs 137 ou Ra 226)","tubes éclateurs (Cs 137)","30 tubes éclateurs (Cs 137)(0,002 m3 - 1 t - 1 30 tubes)","AUTRES","S01"
4909,"tubes électroniques contenant du tritium gazeux (H3)",NA,"223 tubes éclateurs de boîtier haute énergie(223 tubes)","AUTRES","S01"
4910,"tubes électroniques pour radar (H 3 ou Co 60 ou Ni 63)",NA,"13 tubes électroniques contenant du Ni63(0,12 m3 - 1 t - 1 13 tubes)","AUTRES","S01"
4911,"tubes électroniques pour radar (H 3 ou Co 60 ou Ni 63)",NA,"5 tubes électroniques contenant du H3(5  tubes)","AUTRES","S01"
4912,"tubes électroniques pour radar (H 3 ou Co 60 ou Ni 63)",NA,"60 tubes électroniques contenant du Co60(0,12 m3 - 1 t - 1 60 tubes)","AUTRES","S01"
4914,"Déchet technologiques en attente de traitement",NA,"Bac d'entreposage de déchets métalliques FA MA : 1.6 bacs(0,8 m3 - 1 t )","TFA","TFA"
4915,"Déchet technologiques en attente de traitement",NA,"Bac d'entreposage des déchets TFA PAI : 1 bac(1 m3 - 1 t )","TFA","TFA"
4916,"Déchet technologiques en attente de traitement",NA,"Déchet avec présence de gravats : 1 fût de 200 lt   GRVS (0.8 m3)(0,011 m3 - 1 t )","TFA","TFA"
4917,"Déchet technologiques en attente de traitement",NA,"Déchets de types thermocouples (9 poubelles)(0,09 m3 - 1 t )","FMA-VC","F3-7-01"
4918,"Déchet technologiques en attente de traitement",NA,"Déchets FA MA en fûts : 3 fût de 200 lt(0,6 m3 - 0,1 t )","FMA-VC","F3-7-01"
4919,"Déchet technologiques en attente de traitement",NA,"Déchets TFA en fûts : 5 fûts de 200 lt(1 m3 - 0,1 t )","TFA","TFA"
4920,"Déchet technologiques en attente de traitement",NA,"Déchets TFA PAI en casier C1 : 1 casier (1.3 m3)(1,3 m3 - 1 t )","TFA","TFA"
4921,"Déchet technologiques en attente de traitement",NA,"Doigts de gants : 1 fût de 200 lt(0,2 m3 - 1 t )","FMA-VC","F3-7-01"
4922,"Déchet technologiques en attente de traitement",NA,"Filtres de circuits d'eau non séchés : 120(0,6 m3 - 0,6 t )","FMA-VC","F3-7-01"
4923,"Déchet technologiques en attente de traitement",NA,"Joint VSD : 1(0,005 m3 - 1 t )","TFA","TFA"
4924,"Déchet technologiques en attente de traitement",NA,"Liquide scintillant et fioles / 1 fût (60 lt)(0,3 m3 - 0,1 t unite)","FMA-VC","DIV4"
4925,"Déchet technologiques en attente de traitement",NA,"Résines : 6 fûts métalliques de 200 lt et 51 fûts PEHD de 120 lt(7,32 m3 - 0,1 t )","FMA-VC","F3-7-01"
4926,"Déchets  divers",NA,"Flacons contenant du samarium 153(1 flacon)","VTC","DGD"
4927,"DECHETS DIVERS","DETECTEURS IONIQUES","Détecteur optique de flammes UV(66 Détecteur)","AUTRES","S01"
4928,"DECHETS DIVERS","DETECTEURS IONIQUES","Détecteur optique UV équipe (1 Detecteur)","AUTRES","S01"
4929,"Déchets divers",NA,"Capacités TRITON(0,1 m3 - 2 unite)","FMA-VC","DIV4"
4930,"Déchets divers",NA,"Sources de DOM 410(355 unite)","AUTRES","S01"
4931,"Déchets gérés en décroissance radioactive",NA,"Déchets de soin contenant du thallium 201(0,6 m3 )","VTC","DGD"
4932,"Déchets gérés en décroissance radioactive",NA,"Déchets de soins contenant du technétium 99m(0,3 m3 )","VTC","DGD"
4933,"Déchets gérés en décroissance radioactive",NA,"Flacons contenant de l'iodure de sodium(10 flacons)","VTC","DGD"
4934,"Déchets gérés en décroissance radioactive",NA,"Flacons contenant du chlorure de thallium(1 flacon)","VTC","DGD"
4935,"Déchets gérés en décroissance radioactive",NA,"Flacons contenant du chlorure d'indium(1 flacon)","VTC","DGD"
4936,"Déchets gérés en décroissance radioactive",NA,"Générateurs(0,5 m3 )","VTC","DGD"
4937,"Déchets solides technologique en attente de traitement",NA,"Bac d'entreposage de chaussures de sécurités usagées : 3.08 bacs(3,54 m3 - 1 t )","TFA","TFA"
4938,"Déchets solides technologique en attente de traitement",NA,"Bac d'entreposage des déchets amiantés : 2.3 bacs(1,15 m3 - 1 t )","TFA","TFA"
4939,"Déchets solides technologique en attente de traitement",NA,"Bac d'entreposage des déchets de peintures : 1 bac(0,5 m3 - 1 t )","TFA","TFA"
4940,"Déchets solides technologique en attente de traitement",NA,"Bac d'entreposage des déchets gras : 2 bacs(0,3 m3 - 1 t )","TFA","TFA"
4941,"Déchets solides technologique en attente de traitement",NA,"Bore en pastille ou en poudre : 13 bidons PEHD (30 lt)   1 fût métallique (200 lt)(0,59 m3 - 1 t )","TFA","TFA"
4942,"Déchets solides technologique en attente de traitement",NA,"Conditionnement pour ANDRA FA/MA : 1 caissons 7C(6,58 m3 - 1 t )","FMA-VC","F3-7-01"
4943,"Déchets solides technologique en attente de traitement",NA,"Conditionnement pour ANDRA FA/MA : 48 fûts de 200lt(9,4 m3 - 0,1 t )","FMA-VC","F3-7-01"
4944,"Déchets solides technologique en attente de traitement",NA,"Conditionnement pour ANDRA TFA : 18 fûts (200 lt)(3,6 m3 - 1 t unite)","TFA","TFA"
4945,"Déchets solides technologique en attente de traitement",NA,"Fût de source DAE: 0.5 (200 lt)(0,1 m3 - 1 t )","AUTRES","S01"
4946,"Déchets solides technologique en attente de traitement",NA,"Fûts de déchets amiantés : 4 fûts de 200 lt(0,8 m3 - 1 t )","TFA","TFA"
4947,"Déchets solides technologique en attente de traitement",NA,"Fûts de radium : 2 fûts de 200 lt(0,4 m3 - 1 t )","FA-VL","DIV6"
4948,"Déchets solides technologique en attente de traitement",NA,"Fûts de tritium : 3 fûts de 200 lt(0,6 m3 - 1 t )","AUTRES","DSF"
4949,"Déchets solides technologique en attente de traitement",NA,"Fûts PEHD non conformes : 3 fûts de 120 lt(0,36 m3 - 1 t )","TFA","TFA"
4950,"Déchets solides technologique en attente de traitement",NA,"Huiles : 3 fûts(0,36 m3 - 0,1 t )","FMA-VC","F3-7-01"
4951,"Déchets solides technologique en attente de traitement",NA,"Résines en mélange : 12 fûts 120 lt(1,44 m3 - 0,1 t )","FMA-VC","F3-7-01"
4952,"Déchets solides technologique en attente de traitement",NA,"Sources DOM 410 : 430 sources (1 fûts de 30 lt)(0,02 m3 - 1 t - 430 1)","AUTRES","S01"
4953,"Déchets solides technologiques conditionnés",NA,"Conditionnement pour ANDRA CSTFA : 1 casier métallique C2 (2.6 m3)(2,6 m3 - 0,1 t )","TFA","TFA"
4954,"Déchets solides technologiques conditionnés",NA,"Conditionnement pour ANDRA CSTFA : 9 GRVS (0.875 m3)(7,9 m3 - 1 t unite)","TFA","TFA"
4955,"Déchets solides technologiques conditionnés",NA,"Conditionnement pour CENTRACO : 10 fûts de 120 lt(1,2 m3 - 0,1 t )","FMA-VC","F3-7-01"
4956,"Déchets solides technologiques en cours de conditionnement","Bac de traitement","Bac de traitement pour déchets FA MA : 7 bacs (0.5 m3)(3,5 m3 - 1 t )","TFA","TFA"
4957,"Déchets solides technologiques en cours de conditionnement","Bac de traitement","Bac de traitement pour déchets TFA : 2 bacs (0.5 m3)(1 m3 - 1 t )","TFA","TFA"
4958,"Déchets solides technologiques en cours de conditionnement","Déchets de différents types","Déchets divers en bidons PEHD : 1 bidon de 60 lt(0,06 m3 - 1 t unite)","TFA","TFA"
4959,"Déchets solides technologiques en cours de conditionnement","Déchets de différents types","Déchets métalliques TFA (PAI   APVR) en caisson C1 : 1.5 caissons (1.3 m3)(1,95 m3 - 1 t )","TFA","TFA"
4960,"Déchets solides technologiques en cours de conditionnement","Déchets de différents types","Déchets métalliques TFA en caisson C2 : 0 caissons(1 t )","TFA","TFA"
4961,"Déchets solides technologiques en cours de conditionnement","Déchets de différents types","Déchets non compactables bois TFA : 1 GRVS (0.875 m3)(0,875 m3 - 1 t )","TFA","TFA"
4962,"Déchets solides technologiques en cours de conditionnement","Déchets de différents types","Déchets souples TFA : 4 GRVS (0.875 m3)(0,875 m3 - 4 t )","TFA","TFA"
4963,"DECHETS TECHNOLOGIQUES","DECHETS ELECTRONIQUES NON CARACTERISES","APPAREIL DE POINTAGE(15 APPAREIL DE POINTAGE VISEUR GYROSCOPIQUE)","AUTRES","S02"
4964,"DECHETS TECHNOLOGIQUES","DECHETS ELECTRONIQUES NON CARACTERISES","APPAREIL DE VISEE MK XIV MOD 2(29 APPAREIL DE VISEE MK XIV MOD2)","AUTRES","S02"
4965,"DECHETS TECHNOLOGIQUES","DECHETS ELECTRONIQUES NON CARACTERISES","BLOC SYNTHETISEUR 20127431(4 BLOC SYNTHETISEUR)","AUTRES","S02"
4966,"DECHETS TECHNOLOGIQUES","DECHETS ELECTRONIQUES NON CARACTERISES","EMETTEUR RECEPTEUR BANDE X66033702(1 EMETTEURS RECEPTEURS)","AUTRES","S01"
4967,"DECHETS TECHNOLOGIQUES","DECHETS RADIFERES","MANOMETRE HYM019(4 MANOMETRES)","AUTRES","S02"
4968,"DECHETS TECHNOLOGIQUES","DECHETS RADIFERES","PASTILLES DE CRAN DE MIRES AA52 -1323(2 PASTILLE DE CRAN DE MIRE AA52 -1323)","AUTRES","S02"
4969,"DECHETS TECHNOLOGIQUES","DECHETS RADIFERES","PLATINE EQUIPEMENT ELECTRONIQUE IC-4B AIR(2 PLATINES)","AUTRES","S02"
4970,"DECHETS TECHNOLOGIQUES","DECHETS TRITIES","FUT CONTENANT DES FACES PARLANTES TRITIEES(5 COMPOSANTS ELECT TV152T)","AUTRES","S02"
4971,"DECHETS TECHNOLOGIQUES","DECHETS TRITIES","FUT CONTENANT DES PLAQUES RADIOLUMINESCENTES DE SIGNALISATION.(246 PLAQUES RADIOLUMIN MN (PM et GM))","AUTRES","S02"
4972,"DECHETS TECHNOLOGIQUES","DECHETS TRITIES","GENERATEUR D'ALLUMAGE HEP502T2(8 GENERATEURS D'ALLUMAGE)","AUTRES","S01"
4973,"DECHETS TECHNOLOGIQUES","FUT CONTENANT DES DECHETS D'ARMES D'INFANTERIE","COULISSEAU TIR DE NUIT - 69F1040(1226 COULISSEAU TIR DE NUIT - 69F1040)","AUTRES","S02"
4974,"DECHETS TECHNOLOGIQUES","FUT CONTENANT DES DECHETS D'ARMES D'INFANTERIE","GUIDON AA-52-1501 AA7-62-NF1-1501
(365 GUIDON)","AUTRES","S02"
4975,"DECHETS TECHNOLOGIQUES","FUT CONTENANT DES DECHETS D'ARMES D'INFANTERIE","GUIDON PASTILLE LUMINESCENTE POUR HAUSSE (4920 GUIDON PASTILLE LUMINESCENTE POUR HAUSSE)","AUTRES","S02"
4976,"DECHETS TECHNOLOGIQUES","FUT CONTENANT DES DECHETS D'ARMES D'INFANTERIE","PASTILLE LUMINESCENTE AA7-62NF1-1305
(82 PASTILLE LUMINESCENTE)","AUTRES","S02"
4977,"DECHETS TECHNOLOGIQUES","FUT CONTENANT DES DECHETS D'ARMES D'INFANTERIE","PASTILLE LUMINESCENTE AA7-62NF1-1307(280 PASTILLE LUMINESCENTE AA7-62NF1-1307)","AUTRES","S02"
4978,"DECHETS TECHNOLOGIQUES","FUT CONTENANT DES DECHETS D'ARMES D'INFANTERIE","PASTILLE LUMINESCENTE AA7-62NF1-1323(4744 PASTILLE LUMINESCENTE AA7-62NF1-1323)","AUTRES","S02"
4979,"DECHETS TECHNOLOGIQUES","FUT CONTENANT DES DECHETS D'ARMES D'INFANTERIE","PLANCHE DE HAUSSE 10F21M2(1894 PLANCHE DE HAUSSE)","AUTRES","S02"
4980,"DECHETS TECHNOLOGIQUES","TUBE ELECTRONIQUES","ATTENUTATEUR DE PARASITES BS260D(3 ATTENUATEUR DE PARASITES)","AUTRES","S01"
4981,"DECHETS TECHNOLOGIQUES","TUBE ELECTRONIQUES","DUPLEXEUR SOUS-ASSEMBLAGE(29 DUPLEXEURS)","AUTRES","S01"
4982,"DECHETS TECHNOLOGIQUES","TUBE ELECTRONIQUES","FILTRE BS888(7 FILTRE)","AUTRES","S01"
4983,"DECHETS TECHNOLOGIQUES","TUBE ELECTRONIQUES","GENERATEUR D'ALLUMAGE HEP502T2(6 GENERATEUR D'ALLUMAGE)","AUTRES","S01"
4984,"DECHETS TECHNOLOGIQUES","TUBE ELECTRONIQUES","KLYSTRON QF45
(1 KLYSTRON)","AUTRES","S01"
4985,"DECHETS TECHNOLOGIQUES","TUBE ELECTRONIQUES","KLYSTRON QF451(8 KLYSTRONS)","AUTRES","S01"
4986,"DECHETS TECHNOLOGIQUES","TUBE ELECTRONIQUES","T.R. CELL LIMITER BS958D(4 T.R. CELL)","AUTRES","S01"
4987,"DECHETS TECHNOLOGIQUES","TUBE ELECTRONIQUES","TUBE DE COMMUTATION 6906BL6
(9 TUBE )","AUTRES","S01"
4988,"DECHETS TECHNOLOGIQUES","TUBE ELECTRONIQUES","TUBE DE COMMUTATION TV3340B(22 TUBE)","AUTRES","S01"
4989,"DECHETS TECHNOLOGIQUES","TUBE ELECTRONIQUES","TUBE ELECTRONIQUE BS4121(2 TUBE)","AUTRES","S01"
4990,"DECHETS TECHNOLOGIQUES","TUBE ELECTRONIQUES","TUBE ELECTRONIQUE BS958D(176 TUBES)","AUTRES","S01"
4991,"Déchets technologiques",NA,"Déchets solides incinérables alpha-SI4(0,12 m3 - 1 t - 1 unité)","FMA-VC","F3-7-01"
4992,"Déchets technologiques",NA,"Déchets solides non incinérables alpha- SNI4(0,12 m3 - 1 t - 1 unite)","FMA-VC","F3-01"
4997,NA,NA,"LA: liquides aqueux (0,00015m3)","FMA-VC","F3-7-01"
5004,NA,NA,"SLV: flacons de scintillation en verre (0,002m3)","FMA-VC","F3-7-01"
5005,"AREVA NC - Cadarache",NA,"Déchets électroniques(2,4 m3 - 4 t - 18 unite)","TFA","TFA"
5006,"AREVA NC - Cadarache",NA,"Déchets métalliques(11,97 m3 - 1 t - 9 unité)","TFA","TFA"
5007,"AREVA NC - Cadarache",NA,"Déchets technologiques(2 m3 - 0,33 t - 2 unité)","TFA","TFA"
5008,"CEA FAR","HALAR","Effluent
(0,2 m3 - 1 t )","FMA-VC","F3-7-01"
5009,"CEA FAR","Solvants FAR","Déchets métalliques(2,66 m3 - 1 t - 2 unité)","TFA","TFA"
5010,"CEA FAR","Solvants FAR","Déchets technologiques FA(5,52 m3 - 0,08 t - 46 unité)","FMA-VC","F3-7-01"
5011,"CEA FAR","Solvants FAR","Déchets technologiques(11 m3 - 0,084 t - 11 unite)","FMA-VC","F3-7-01"
5012,"CEA Marcoule",NA,"Déchets métalliques et technologiques LR44(2,6 m3 - 1 t - 5 unité)","TFA","TFA"
5013,"CEA Marcoule",NA,"Déchets métalliques UP1(0,2 m3 - 1 t - 1 unite)","TFA","TFA"
5014,"CEA Marcoule",NA,"Déchets technologiques UP1(1 m3 - 1 t - 1 unité)","TFA","TFA"
5015,"CEA Marcoule",NA,"Déchets technologiques(0,12 m3 - 0,084 t - 1 unite)","FMA-VC","F3-7-01"
5016,"Déchets Aire 69",NA,"Déchets métalliques(5 m3 - 1 t - 5 unité)","TFA","TFA"
5017,"Déchets Aire 69",NA,"Déchets technos (47 m3 - 0,67 t - 103 unité)","FMA-VC","DIV3"
5018,"Déchets BCOT",NA,"Déchets divers sablés(4,2 m3 - 1 t - 21 unite)","TFA","TFA"
5019,"Déchets CEA CADARACHE",NA,"Bois(3 m3 - 1 t - 3 unite)","TFA","TFA"
5020,"Déchets CEA CADARACHE",NA,"D3E(0,4 m3 - 1 t - 2 unite)","TFA","TFA"
5021,"Déchets CEA CADARACHE",NA,"Déchets bois LOR LARC(2,16 m3 - 0,08 t - 18 unité)","FMA-VC","F3-7-01"
5022,"Déchets CEA CADARACHE",NA,"Déchets technologiques LOR LARC(4,56 m3 - 0,08 t - 38 unité)","FMA-VC","F3-7-01"
5023,"Déchets CEA Grenoble","Effluents au plomb","Déchets divers(5 m3 - 0,33 t )","TFA","TFA"
5024,"Déchets CEA Grenoble","Effluents au plomb","Effluents au plomb(8 m3 - 1,18 t - 8 unite)","TFA","TFA"
5025,"Déchets CEA Grenoble","SILOE","Boues de Grenoble(0,03 m3 - 4 t - 1 unite)","FMA-VC","F3-7-05"
5026,"Déchets CEA Valduc",NA,"Déchets technologiques(1 m3 - 1 t - 1 unite)","TFA","TFA"
5027,"Déchets CEA Valduc",NA,"Déchets technologiques(1,32 m3 - 0,08 t - 11 unite)","FMA-VC","F3-7-01"
5028,"Déchets CEA Valduc",NA,"Huiles(7,2 m3 unite)","FMA-VC","F3-7-01"
5029,"Déchets CEGELEC",NA,"Déchets technologiques alpha(0,6 m3 - 0,33 t - 3 unite)","FA-VL","DIV9"
5030,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets conditionnés en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Big-bags de 1m3 BB1","TFA","TFA"
5031,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets conditionnés en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Caissons métalliques de 2 m3 CM2M3","FMA-VC","F3-7-02"
5032,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets conditionnés en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Caissons métalliques de 7,5 m3 CS7,5M3","FMA-VC","F3-7-02"
5033,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets conditionnés en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Couvercles de cuve 1300 MW CC1300","FMA-VC","F3-2-07"
5034,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets conditionnés en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Couvercles de cuve 900 MW CC900","FMA-VC","F3-2-07"
5035,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets conditionnés en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts métalliques de 200 litres F6","TFA","TFA"
5036,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets conditionnés en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts plastiques de 200 litres F6","FMA-VC","F3-7-01"
5037,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets non-conditionnés","Déchets électriques et électroniques ","TFA","TFA"
5038,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets non-conditionnés","Huiles ","FMA-VC","F3-7-01"
5039,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets non-conditionnés","Métaux ferreux ","FMA-VC","F3-7-02"
5040,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets non-conditionnés","Métaux ferreux  ","TFA","TFA"
5041,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets non-conditionnés","Métaux ferreux   ","FMA-VC","F3-2-05"
5042,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets non-conditionnés","Métaux non  ferreux  ","TFA","TFA"
5043,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets non-conditionnés","Métaux non ferreux ","FMA-VC","F3-2-15"
5044,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets non-conditionnés","Piles, batteries ","TFA","TFA"
5045,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets non-conditionnés","Plastiques,  caoutchouc ","FMA-VC","F3-7-01"
5046,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets non-conditionnés","Plastiques, caoutchouc ","FMA-VC","F3-01"
5047,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) ","Déchets non-conditionnés","Solvants ","FMA-VC","F3-7-01"
5048,"Déchets de moyenne, faible ou très faible activité (MA-FA VC ou TFA) non conditionnés",NA,"Tubes guides de grappes ","FMA-VC","F3-2-15"
5049,"Déchets DEX/MET","Bois","déchets bois TFA(4 m3 - 1 t )","TFA","TFA"
5050,"Déchets DEX/MET","Déchets FA","Déchets métalliques(0,8 m3 - 1 t - 4 unité)","FMA-VC","DIV3"
5051,"Déchets DEX/MET","Déchets FA","Déchets technologiques(2,124 m3 - 0,2 t - 18 unité)","FMA-VC","F3-4-01"
5052,"Déchets DEX/MET","DV 29","Déchets métalliques(5,07 m3 - 1 t unite)","TFA","TFA"
5053,"Déchets DEX/MET","RD08","Déchets métalliques(1 m3 - 1 t )","TFA","TFA"
5054,"Déchets DEX/MET","RD08","Déchets technologiques FA(4,4 m3 - 0,33 t unite)","FMA-VC","F3-01"
5055,"Déchets DEX/MET","RD08","Déchets technologiques TFA(16,4 m3 - 0,33 t unite)","TFA","TFA"
5056,"Déchets DEX/MET","RD08","Poussières TFA(0,8 m3 - 1 t )","TFA","TFA"
